"filename", "language", "JSON", "TypeScript", "JSON with Comments", "YAML", "PostCSS", "Markdown", "JavaScript", "TypeScript JSX", "XML", "comment", "blank", "total"
"c:\react\polity\src\i18n\locales\de\features\messages\index.ts", "TypeScript", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 1, 78
"c:\react\polity\src\i18n\locales\de\features\notifications\index.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\react\polity\src\i18n\locales\de\features\search\index.ts", "TypeScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 1, 63
"c:\react\polity\src\i18n\locales\de\features\statements\index.ts", "TypeScript", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 1, 97
"c:\react\polity\src\i18n\locales\de\features\timeline\index.ts", "TypeScript", 0, 434, 0, 0, 0, 0, 0, 0, 0, 21, 1, 456
"c:\react\polity\src\i18n\locales\de\features\todos\index.ts", "TypeScript", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 1, 152
"c:\react\polity\src\i18n\locales\de\features\user\index.ts", "TypeScript", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"c:\react\polity\src\i18n\locales\de\navigation.ts", "TypeScript", 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 1, 178
"c:\react\polity\src\i18n\locales\de\pages\amendment\index.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
"c:\react\polity\src\i18n\locales\de\pages\auth\index.ts", "TypeScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 1, 39
"c:\react\polity\src\i18n\locales\de\pages\blog\index.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\react\polity\src\i18n\locales\de\pages\calendar\index.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\react\polity\src\i18n\locales\de\pages\create\index.ts", "TypeScript", 0, 350, 0, 0, 0, 0, 0, 0, 0, 0, 1, 351
"c:\react\polity\src\i18n\locales\de\pages\editor\index.ts", "TypeScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\react\polity\src\i18n\locales\de\pages\event\index.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\react\polity\src\i18n\locales\de\pages\features\index.ts", "TypeScript", 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 1, 233
"c:\react\polity\src\i18n\locales\de\pages\group\index.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\react\polity\src\i18n\locales\de\pages\home\index.ts", "TypeScript", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 1, 62
"c:\react\polity\src\i18n\locales\de\pages\home\landing.ts", "TypeScript", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 1, 62
"c:\react\polity\src\i18n\locales\de\pages\index.ts", "TypeScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 2, 44
"c:\react\polity\src\i18n\locales\de\pages\meet\index.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"c:\react\polity\src\i18n\locales\de\pages\messages\index.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\react\polity\src\i18n\locales\de\pages\notifications\index.ts", "TypeScript", 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 1, 209
"c:\react\polity\src\i18n\locales\de\pages\pricing\index.ts", "TypeScript", 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 1, 116
"c:\react\polity\src\i18n\locales\de\pages\search\index.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\react\polity\src\i18n\locales\de\pages\solutions\index.ts", "TypeScript", 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 1, 132
"c:\react\polity\src\i18n\locales\de\pages\statement\index.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"c:\react\polity\src\i18n\locales\de\pages\support\index.ts", "TypeScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 1, 63
"c:\react\polity\src\i18n\locales\de\pages\todos\index.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\react\polity\src\i18n\locales\de\pages\user\index.ts", "TypeScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 1, 48
"c:\react\polity\src\i18n\locales\de\plateJs.ts", "TypeScript", 0, 272, 0, 0, 0, 0, 0, 0, 0, 0, 1, 273
"c:\react\polity\src\i18n\locales\en\common.ts", "TypeScript", 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 1, 189
"c:\react\polity\src\i18n\locales\en\components.ts", "TypeScript", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 1, 139
"c:\react\polity\src\i18n\locales\en\enTranslation.ts", "TypeScript", 0, 67, 0, 0, 0, 0, 0, 0, 0, 10, 13, 90
"c:\react\polity\src\i18n\locales\en\features\amendments\index.ts", "TypeScript", 0, 331, 0, 0, 0, 0, 0, 0, 0, 1, 1, 333
"c:\react\polity\src\i18n\locales\en\features\auth\index.ts", "TypeScript", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 1, 94
"c:\react\polity\src\i18n\locales\en\features\blogs\index.ts", "TypeScript", 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"c:\react\polity\src\i18n\locales\en\features\calendar\index.ts", "TypeScript", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 1, 78
"c:\react\polity\src\i18n\locales\en\features\create\index.ts", "TypeScript", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 1, 71
"c:\react\polity\src\i18n\locales\en\features\documents\index.ts", "TypeScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"c:\react\polity\src\i18n\locales\en\features\editor\index.ts", "TypeScript", 0, 103, 0, 0, 0, 0, 0, 0, 0, 11, 9, 123
"c:\react\polity\src\i18n\locales\en\features\events\index.ts", "TypeScript", 0, 426, 0, 0, 0, 0, 0, 0, 0, 10, 1, 437
"c:\react\polity\src\i18n\locales\en\features\groups\index.ts", "TypeScript", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 1, 119
"c:\react\polity\src\i18n\locales\en\features\index.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 2, 38
"c:\react\polity\src\i18n\locales\en\features\meet\index.ts", "TypeScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\react\polity\src\i18n\locales\en\features\messages\index.ts", "TypeScript", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 1, 78
"c:\react\polity\src\i18n\locales\en\features\notifications\index.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\react\polity\src\i18n\locales\en\features\search\index.ts", "TypeScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 1, 63
"c:\react\polity\src\i18n\locales\en\features\statements\index.ts", "TypeScript", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 1, 97
"c:\react\polity\src\i18n\locales\en\features\timeline\index.ts", "TypeScript", 0, 434, 0, 0, 0, 0, 0, 0, 0, 21, 1, 456
"c:\react\polity\src\i18n\locales\en\features\todos\index.ts", "TypeScript", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 1, 152
"c:\react\polity\src\i18n\locales\en\features\user\index.ts", "TypeScript", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"c:\react\polity\src\i18n\locales\en\navigation.ts", "TypeScript", 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 1, 178
"c:\react\polity\src\i18n\locales\en\pages\amendment\index.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
"c:\react\polity\src\i18n\locales\en\pages\auth\index.ts", "TypeScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 1, 39
"c:\react\polity\src\i18n\locales\en\pages\blog\index.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\react\polity\src\i18n\locales\en\pages\calendar\index.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\react\polity\src\i18n\locales\en\pages\create\index.ts", "TypeScript", 0, 350, 0, 0, 0, 0, 0, 0, 0, 0, 1, 351
"c:\react\polity\src\i18n\locales\en\pages\editor\index.ts", "TypeScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\react\polity\src\i18n\locales\en\pages\event\index.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\react\polity\src\i18n\locales\en\pages\features\index.ts", "TypeScript", 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 1, 230
"c:\react\polity\src\i18n\locales\en\pages\group\index.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 2, 83
"c:\react\polity\src\i18n\locales\en\pages\home\index.ts", "TypeScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 1, 61
"c:\react\polity\src\i18n\locales\en\pages\home\landing.ts", "TypeScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 1, 61
"c:\react\polity\src\i18n\locales\en\pages\index.ts", "TypeScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 2, 44
"c:\react\polity\src\i18n\locales\en\pages\meet\index.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"c:\react\polity\src\i18n\locales\en\pages\messages\index.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\react\polity\src\i18n\locales\en\pages\notifications\index.ts", "TypeScript", 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 1, 209
"c:\react\polity\src\i18n\locales\en\pages\pricing\index.ts", "TypeScript", 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 1, 116
"c:\react\polity\src\i18n\locales\en\pages\search\index.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\react\polity\src\i18n\locales\en\pages\solutions\index.ts", "TypeScript", 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 1, 132
"c:\react\polity\src\i18n\locales\en\pages\statement\index.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"c:\react\polity\src\i18n\locales\en\pages\support\index.ts", "TypeScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 1, 63
"c:\react\polity\src\i18n\locales\en\pages\todos\index.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\react\polity\src\i18n\locales\en\pages\user\index.ts", "TypeScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 1, 48
"c:\react\polity\src\i18n\locales\en\plateJs.ts", "TypeScript", 0, 272, 0, 0, 0, 0, 0, 0, 0, 0, 1, 273
"c:\react\polity\src\i18n\locales\index.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\react\polity\src\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 51, 1, 1, 53
"c:\react\polity\src\navigation\NavigationDemo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 180, 0, 3, 6, 189
"c:\react\polity\src\navigation\as-button-list-navigation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 78, 0, 1, 5, 84
"c:\react\polity\src\navigation\as-button-navigation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 6, 104
"c:\react\polity\src\navigation\as-labeled-button-list-navigation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 65, 0, 1, 7, 73
"c:\react\polity\src\navigation\command-dialog.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 40, 0, 1, 6, 47
"c:\react\polity\src\navigation\command-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 142, 0, 4, 11, 157
"c:\react\polity\src\navigation\dynamic-navigation.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 147, 0, 3, 20, 170
"c:\react\polity\src\navigation\dynamic-navigation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 7, 62
"c:\react\polity\src\navigation\nav-items\icon-map.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 75, 0, 5, 4, 84
"c:\react\polity\src\navigation\nav-items\nav-helpers.ts", "TypeScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 7, 14, 86
"c:\react\polity\src\navigation\nav-items\nav-item-list.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 43, 0, 3, 9, 55
"c:\react\polity\src\navigation\nav-items\nav-item-list.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 327, 0, 7, 9, 343
"c:\react\polity\src\navigation\nav-items\nav-items-authenticated.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 499, 0, 21, 30, 550
"c:\react\polity\src\navigation\nav-items\nav-items-unauthenticated.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 61, 0, 3, 4, 68
"c:\react\polity\src\navigation\nav-items\nav-user-avatar.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 5, 18
"c:\react\polity\src\navigation\nav-items\nav-user-avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 94, 0, 2, 13, 109
"c:\react\polity\src\navigation\nav-items\nav-user-avatar2.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 121, 0, 3, 10, 134
"c:\react\polity\src\navigation\nav-keyboard\keyboard-navigation.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 18, 6, 45
"c:\react\polity\src\navigation\nav-keyboard\use-navigation-keyboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 60, 0, 10, 10, 80
"c:\react\polity\src\navigation\state\navigation.store.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 27, 0, 3, 6, 36
"c:\react\polity\src\navigation\state\useInitialRoute.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 3, 15
"c:\react\polity\src\navigation\state\useNavigation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 135, 0, 22, 23, 180
"c:\react\polity\src\navigation\toggles\language-toggle.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 5, 15
"c:\react\polity\src\navigation\toggles\language-toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 131, 0, 7, 8, 146
"c:\react\polity\src\navigation\toggles\state-switcher.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 6, 23
"c:\react\polity\src\navigation\toggles\state-switcher.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 183, 0, 8, 8, 199
"c:\react\polity\src\navigation\toggles\state-toggle.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 7, 25
"c:\react\polity\src\navigation\toggles\state-toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 5, 84
"c:\react\polity\src\navigation\toggles\theme-toggle.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 45, 0, 2, 8, 55
"c:\react\polity\src\navigation\toggles\theme-toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 69, 0, 1, 6, 76
"c:\react\polity\src\navigation\types\navigation.types.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 23, 0, 3, 8, 34
"c:\react\polity\src\reportWebVitals.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\react\polity\src\styles.css", "PostCSS", 0, 0, 0, 0, 143, 0, 0, 0, 0, 1, 13, 157
"c:\react\polity\src\styles\animations.css", "PostCSS", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 6, 51
"c:\react\polity\src\utils\amendment-process-helpers.ts", "TypeScript", 0, 205, 0, 0, 0, 0, 0, 0, 0, 53, 32, 290
"c:\react\polity\src\utils\date-helpers.ts", "TypeScript", 0, 64, 0, 0, 0, 0, 0, 0, 0, 3, 12, 79
"c:\react\polity\src\utils\delegate-calculations.ts", "TypeScript", 0, 113, 0, 0, 0, 0, 0, 0, 0, 56, 22, 191
"c:\react\polity\src\utils\diff-utils.ts", "TypeScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 39, 15, 123
"c:\react\polity\src\utils\ensure-suggestion-discussions.ts", "TypeScript", 0, 52, 0, 0, 0, 0, 0, 0, 0, 14, 13, 79
"c:\react\polity\src\utils\finalize-delegates.ts", "TypeScript", 0, 93, 0, 0, 0, 0, 0, 0, 0, 25, 20, 138
"c:\react\polity\src\utils\groupConversationSync.ts", "TypeScript", 0, 131, 0, 0, 0, 0, 0, 0, 0, 20, 18, 169
"c:\react\polity\src\utils\notification-helpers.ts", "TypeScript", 0, 2569, 0, 0, 0, 0, 0, 0, 0, 464, 171, 3204
"c:\react\polity\src\utils\path-finding.ts", "TypeScript", 0, 172, 0, 0, 0, 0, 0, 0, 0, 27, 27, 226
"c:\react\polity\src\utils\suggestion-utils.ts", "TypeScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 23, 13, 78
"c:\react\polity\src\utils\url-utils.ts", "TypeScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 6, 11, 59
"c:\react\polity\src\utils\utils.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 7, 2, 14
"c:\react\polity\src\utils\voting-utils.ts", "TypeScript", 0, 151, 0, 0, 0, 0, 0, 0, 0, 43, 32, 226
"c:\react\polity\tailwind.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 90, 0, 0, 1, 1, 92
"c:\react\polity\tasks\NOTIFICATION-SYSTEM-SPECIFICATION.md", "Markdown", 0, 0, 0, 0, 0, 1467, 0, 0, 0, 0, 491, 1958
"c:\react\polity\tasks\PUSH-NOTIFICATIONS.md", "Markdown", 0, 0, 0, 0, 0, 269, 0, 0, 0, 0, 95, 364
"c:\react\polity\tasks\PWA-GUIDE.md", "Markdown", 0, 0, 0, 0, 0, 214, 0, 0, 0, 0, 99, 313
"c:\react\polity\tasks\agenda-item-transfer-tasks.md", "Markdown", 0, 0, 0, 0, 0, 224, 0, 0, 0, 0, 86, 310
"c:\react\polity\tasks\agenda-item-vote-election-linking-tasks.md", "Markdown", 0, 0, 0, 0, 0, 246, 0, 0, 0, 0, 115, 361
"c:\react\polity\tasks\conversation-request-ui-fix-tasks.md", "Markdown", 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 58, 155
"c:\react\polity\tasks\editor-unification-tasks.md", "Markdown", 0, 0, 0, 0, 0, 337, 0, 0, 0, 0, 103, 440
"c:\react\polity\tasks\event-voting-system-tasks.md", "Markdown", 0, 0, 0, 0, 0, 515, 0, 0, 0, 0, 211, 726
"c:\react\polity\tasks\i18n-implementation-tasks.md", "Markdown", 0, 0, 0, 0, 0, 271, 0, 0, 0, 0, 122, 393
"c:\react\polity\tasks\timeline-cards-refresh-tasks.md", "Markdown", 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 85, 236
"c:\react\polity\tasks\timeline-event-triggers-tasks.md", "Markdown", 0, 0, 0, 0, 0, 242, 0, 0, 0, 0, 102, 344
"c:\react\polity\tasks\timeline-pinterest-redesign-tasks.md", "Markdown", 0, 0, 0, 0, 0, 1596, 0, 0, 0, 0, 509, 2105
"c:\react\polity\tasks\timeline-terminal-cards-triage-tasks.md", "Markdown", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 40, 106
"c:\react\polity\tasks\vote-election-agenda-linking-tasks.md", "Markdown", 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 72, 194
"c:\react\polity\tsconfig.json", "JSON with Comments", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 1, 37
"c:\react\polity\vitest.shims.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"Total", "-", 22551, 62782, 36, 116, 378, 18304, 426, 83320, 57, 13475, 24981, 226426
